[00:19:22] [Server thread/INFO]: Starting minecraft server version 1.15.2
[00:19:22] [Server thread/INFO]: Loading properties
[00:19:22] [Server thread/INFO]: Default game type: SURVIVAL
[00:19:22] [Server thread/INFO]: Generating keypair
[00:19:22] [Server thread/INFO]: Starting Minecraft server on 51.68.115.89:25565
[00:19:22] [Server thread/INFO]: Using epoll channel type
[00:19:23] [Server thread/INFO]: This server is running CraftBukkit version git-Bukkit-8160e29 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)
[00:19:29] [Server thread/WARN]: Plugin DiscordChat v1.4.2 does not specify an api-version.
[00:19:29] [Server thread/INFO]: [WorldEdit] Loading WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: Got request to register class com.sk89q.worldedit.bukkit.BukkitServerInterface with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@74bd2d75]
[00:19:30] [Server thread/INFO]: [DiscordChat] Loading DiscordChat v1.4.2
[00:19:30] [Server thread/INFO]: [Essentials] Loading Essentials v2.17.1.0
[00:19:30] [Server thread/INFO]: [Multiverse-Core] Loading Multiverse-Core v4.1.0-b775
[00:19:30] [Server thread/INFO]: [Multiverse-Portals] Loading Multiverse-Portals v4.1.0-b805
[00:19:30] [Server thread/INFO]: [WorldEdit] Enabling WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: WEPIF: Using the Bukkit Permissions API.
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:hopper
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:quartz_pillar
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:quartz_stairs
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:activator_rail
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property triggered for block minecraft:dropper
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:white_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:white_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:orange_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:orange_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:magenta_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:magenta_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:light_blue_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:light_blue_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:yellow_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:yellow_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:lime_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:lime_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:pink_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:pink_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:gray_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:gray_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:light_gray_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:light_gray_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:cyan_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:cyan_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:purple_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:purple_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:blue_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:blue_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:brown_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:brown_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:green_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:green_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:red_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:red_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:black_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:black_stained_glass_pane
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:acacia_leaves
[00:19:32] [Server thread/WARN]: Unknown property distance for block minecraft:acacia_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:dark_oak_leaves
[00:19:32] [Server thread/WARN]: Unknown property distance for block minecraft:dark_oak_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:acacia_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:dark_oak_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:acacia_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:dark_oak_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:acacia_leaves
[00:19:32] [Server thread/WARN]: Unknown property persistent for block minecraft:dark_oak_leaves
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:acacia_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:acacia_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:dark_oak_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:dark_oak_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:acacia_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:dark_oak_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:acacia_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:dark_oak_log
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:acacia_wood
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:dark_oak_wood
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:acacia_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:dark_oak_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:iron_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:hay_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:hay_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:hay_block
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:hay_block
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sunflower
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sunflower
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:lilac
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:lilac
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:tall_grass
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:tall_grass
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:large_fern
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:large_fern
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:rose_bush
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:rose_bush
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:peony
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:peony
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:sunflower
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:lilac
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:tall_grass
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:large_fern
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:rose_bush
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:peony
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property rotation for block minecraft:white_banner
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_wall_banner
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_wall_banner
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_wall_banner
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_wall_banner
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:white_wall_banner
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property inverted for block minecraft:daylight_detector
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:red_sandstone_stairs
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:red_sandstone_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:red_sandstone_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:red_sandstone_slab
[00:19:32] [Server thread/WARN]: Unknown property type for block minecraft:red_sandstone_slab
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:spruce_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:birch_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:jungle_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:dark_oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:acacia_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:spruce_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:spruce_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:birch_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:birch_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:jungle_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:jungle_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:dark_oak_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:dark_oak_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:acacia_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:acacia_fence
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:spruce_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:birch_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:jungle_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jungle_door
